,Message
17947,Well there's a pattern emerging of my friends telling me to drive up and come with them and then telling me that I'm a fiend/make them too much/impede their doing other things so you see how I'm hesitant
17949,"Looks like you found something to do other than smoke, great job!"
17950,You're not sure that I'm not trying to make xavier because I don't want to after being told I too much?
17951,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
17953,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
17954,I remain unconvinced that this isn't an elaborate test of my willpower
17955,Sounds like something that someone testing me would sayy
17956,Doesn't g have class early tomorrow and thus shouldn't be trying to at <#>
17957,It just seems like weird timing that the night that all you and g want is for me to come is the same day as when a shitstorm is attributed to me always coming over and making everyone
17958,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
17959,(Btw I'm not coming)
17962,I think that tantrum's finished so yeah I'll be by at some point
17963,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
17964,Yeah that'd pretty much be the best case scenario
17965,Yeah if we do have to get a random dude we need to change our info sheets to PARTY <#> /7 NEVER STUDY just to be safe
17967,Yeah but which is worse for i
17968,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three abusers he lives with"
17970,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
17971,"Haha, that was the first person I was gonna ask"
17972,"Gumby's has a special where a <#> "" cheese pizza is $2 so I know what we're doin tonight"
17973,Sweeeeetg
17975,"Jus chillin, you?"
17976,"Yeah why not, is the gang all ready"
17980,Yaaaaaaay!!
17981,"Playin space poker, u?"
17982,Somebody set up a website where you can play hold em using eve online spacebucks
17983,I don't know but I'm raping dudes at poker
17985,You best watch what you say cause I get drunk as a
17986,You flippin your yet?
17988,"Sorry battery died, yeah I'm here"
17989,No my phone battery
17990,And I don't plan on staying the night but I prolly won't be back til late
17992,Lol yeah at this point I guess not
17993,"Oh fine, I'll be by tonight"
17994,"I'm omw now, be there a little after <#>"
17997,"Awesome, be there in a minute"
17998,Wylie here
17999,"I can probably come by, everybody's done around <#> right?"
18000,Takin a shower now but yeah I'll leave when I'm done
18001,at bruce b downs & fletcher now
18003,Yep noted
18004,Unless it's a situation where YOU GO GURL would be more appropriate
18005,I don't know jack about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
18006,Acknowledged
18007,Not a drop in the tank
18008,Yeah I'll try to scrounge something up
18009,Well there's still a bit left if you guys want to tonight
18011,Do I? I thought I put it back in the box
18012,Want to finally have lunch today?
18013,"I'll get there at 3, unless you guys want me to come some time sooner"
18016,If I get there before you after your ten billion calls and texts so help me
18017,"Will do, maybe monday"
18018,Yo guess what I just dropped
18020,I'll let you know when it kicks in
18021,Yeah like if it goes like it did with my friends imma flip my in like half an hour
18022,"I keep seeing weird and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""
18025,K lets do it
18029,"Aight no rush, I'll ask jay"
18030,What you up to?
18031,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
18032,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
18033,"Jay wants to work out first, how's 4 sound?"
18034,"Aight, see you then"
18036,Omw home now fyi
18037,"Yep, I got it"
18038,"Excellent, I'll see what riley's plans are"
18039,Just right now?
18040,Bring home some Wendy =D
18041,Wendys
18042,Stupid auto correct on my phone
18044,You can never do NOTHING
18045,Oh please lighten up
18046,Are u coming to the funeral home
18047,I wish u were here. I feel so alone
18048,Castillo funeral home
18051,At the funeral home with Audrey and dad
18052,Audrie lousy autocorrect
18056,Go to sleep
18057,Ooooooh I forgot to tell u I can get on yoville on my phone
18058,The evo. I just had to download flash. Jealous?
18059,Just finished eating. Got u a plate. NOT leftovers this time.
18060,No shoot me. I'm in the docs waiting room. :/
18061,Thanks I hate doctors
18062,Where did u go? My phone is gonna die you have to stay in here
18066,Riser*
18070,Yes... I trust u to buy new stuff ASAP so I can try it out
18071,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
18072,Goodnight
18073,Um... WHAT???
18075,Lol omg your insane
18076,Good morning pookie pie! Lol hope I didn't wake u up
18077,Good have fun :)
18078,Lol enjoy role playing much?
18079,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
18081,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
18082,I have a sore throat. It's scratches when I talk
18083,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
18084,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
18085,Where what time
18086,He's just gonna worry for nothing. And he won't give you money its no use.
18087,What time?
18088,Where's the place
18089,I hate my mother
18091,Lol for real. She told my dad I have cancer
18092,No!
18093,To make my life
18094,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
18095,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
18096,Lol where do u come up with these ideas?
18097,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
18098,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
18100,Want to send me a virtual hug?... I need one
18103,Noooooooo please. Last thing I need is stress. For once in your life be fair.
18104,Oh god. I'm gonna Google nearby cliffs now.
18105,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
18106,It says your offline
18107,U should make a fb list
18108,Friends that u can stay on fb chat with
18110,Yeah just open chat and click friend lists. Then make the list. Easy as pie
18111,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/
18112,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
18113,Am I the only one who doesn't stalk profiles?
18114,Should I be stalking u?
18116,Cause I'm not freaky lol
18118,Lol u still feeling sick?
18119,Was it something u ate?
18120,Come home early then
18121,Just come home. I don't want u to be miserable
18122,I think u have the wrong number.
18123,Omg how did u know what I ate?
18125,How's work?
18126,Let's pool our money together and buy a bunch of lotto tickets. If we win I get <#> % u get <#> %. Deal?
18127,No let me do the math. Your not good at it.
18130,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
18132,How many licks does it take to get to the center of a tootsie pop?
18133,It took Mr owl 3 licks
18134,U don't remember that old commercial?
18135,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
18136,If you hear a loud scream in about <#> minutes its cause my Gyno will be shoving things up me that don't belong :/
18137,What u talking bout early morning? It's almost noon where your at!
