,Message,Label,Sentiment Label
2127,Long enough for us to make one ;) They will never let us earn cash. Peeps already have multis for coins. They'd go out of business.,0,negative
2128,Eww licking our feet?,1,neutral
2129,Lol yeah she posted a sticky about it on the forums. And peep were saying they should remove it and ban her cause quit threads aren't allowed lol,1,neutral
2130,What would be the first thing you'd buy?,1,neutral
2131,Lol. I donno... u like blondes :/,2,positive
2132,Lol deal,2,positive
2133,Lol I don't remember sending that.,1,neutral
2134,Lol that's nothing. Yesterday mark was talking bout someone running 5k. And I was like oh that's not a lot of coins :/,0,negative
2135,They turned off my phone this morning but its ok. Got my check today and paid my bill =D,2,positive
2136,I know! Last time they cut off the internet the day I got paid. I really need to start playing the lotto.,0,negative
2137,Ooh u slept in huh. Make those tips! We got lotto tickets to buy!,0,negative
2138,No that wouldn't work. Id just lose all my money,0,negative
2139,Deal!,2,positive
2140,I thought u liked freaks. I like freaks.,1,neutral
2141,What did they do?,0,negative
2142,Lmao omg,2,positive
2143,Lol at least u got a laugh,0,negative
2144,Come over here. I'll tip u REAL good,1,neutral
2145,Whenever. Pick a day.,1,neutral
2146,Lol hey don't forget u still owe me a date first.,2,positive
2147,"McBride fell <#> stories, hitting the pavement like a Hefty Bag filled with vegetable soup.",0,negative
2148,So what u doin today?,1,neutral
2149,It's like when I go to autozone. They expect me to be dumb.,0,negative
2150,Lmao yeah they're gonna think your a freak.,2,positive
2151,Meanwhile I'm so happy cause mark is willingly getting his hair cut right now =D,0,negative
2152,Oooh and guns n roses song just came on. Yay today is gonna be a good day!,2,positive
2153,I know I get excited for the dumbest things but yesterday was a bad day. This is a good sign. Live and let die dum dum dum do do do,2,positive
2154,Lol I know. Yesterday was so bad. Everything I did was wrong. I felt like Charlie Brown,0,negative
2155,It's ok tho I got $ <#> credit at Kay jeweler,0,negative
2156,Ok but he picks his nose a lot,1,neutral
2157,Sounds fun. Meanwhile I feel bad cause I missed a bridal shower. I just completely forgot but oh well I heard it was extremely boring.,0,negative
2158,Lol mmmm chocolate pens...::drools::,2,positive
2159,Were u still going to move moms furniture today?,1,neutral
2160,Doc convinced me to get my pupils dilated tho,0,negative
2161,He said its covered.,1,neutral
2162,Copay*,1,neutral
2163,Why? I thought it was <#>,1,neutral
2164,Did u already pay?,1,neutral
2165,I mean it. Go ask,1,neutral
2166,Lol I know. And he suggested the contacts. So I asked him are u cheating on me?,0,negative
2167,Lol I did. No evidence,1,neutral
2168,Lol oh yeah. Screw men Ill make my own money without poking ppl in the eye,0,negative
2169,So how's work?,1,neutral
2170,Send it on over!,2,positive
2171,It's cheaper to do a plan with me. Unlimited everything is required if u want a good phone. By yourself on Verizon with your discount is $ <#> /month. Adding to mine would be an extra $ <#> . That is for the plan. Phones are cheaper at best buy. HTC evo shift is $ <#> there. At sprint.com its $ <#> . It's a good deal.,1,neutral
2172,When is your next break?,1,neutral
2173,The weekend is almost here tho =D,0,negative
2174,My moms bday on Sat. I got her a book with a pic of an old lady on it saying where did I leave my glasses...lol then I'll give her the real gift.,2,positive
2175,I know. Like when she was taking FOREVER to bring my pain meds. I found out why too. She thought I legally changed my name to Cortez. So they couldn't find it.,0,negative
2176,No! I never wanted to. But everyone kept hounding me about it. Even my dad asked Mark if he was really gonna 'let' me keep my last name. So I just changed it on FB to shut everyone up :/,1,neutral
2177,nobody I know uses a house phone. It's all cell phones.,1,neutral
2178,Cause I keep forgetting to buy lotto tickets,0,negative
2179,Joanna got scammed. I warned her about it a week ago but she blew me off. Tsk tsk tsk,0,negative
2180,They found a way to change the item they put in trade to look like an <#> costume. Your really getting a bikini bottom or something cheap. But on your end it will show up as the right costume. Ppl have been making threads about it on the forums for weeks now. Ninjas just close them and say they are false rumors.,1,neutral
2181,But it happened to Joanna today. She traded <#> k for pb bunny that ended up being pants. I warned her tho. She said she was gonna buy an <#> to resell later for profit. I told her all about it and to not to buy anything big for a while. She just said nah they will fix it by the time she saves up.,0,negative
2182,Lol but I miss u :(,0,negative
2183,Yes but u need to marry me first. I'm not quitting til I get married!,2,positive
2184,Yes. You're taking to long,0,negative
2185,That's your fault!,0,negative
2186,Fish!,1,neutral
2187,Remember we were supposed to have a bunch of male strippers?,1,neutral
2188,Ugh MEN!,0,negative
2189,Ooh I like the winning outfit from the design contest.,2,positive
2190,No its a regular beer bottle,1,neutral
2191,No u just have bad eyes.,1,neutral
2192,The rings are the ones u can't see,1,neutral
2193,When are u gonna get on fb?,1,neutral
2194,Let's go party!,2,positive
2195,Pfft I been drinking since this morning!,2,positive
2196,You'll never know,1,neutral
2197,Ugh fine...u caught me :/,0,negative
2198,Lol good luck,2,positive
2199,Anytime!,2,positive
2200,Ringer was off,1,neutral
2201,<#> <#>,1,neutral
2202,Don't forget to take your first break late to call acs about getting the cats fixed. They take calls from 9 to <#> . Try to schedule all the girls. Tell them you live at your moms address. When I take the boys later I will use our address. The # is <#> <#> .,0,negative
2203,Don't forget to use your moms address. It's important!,0,negative
2204,Maintenance was fixing the ac. Didn't hear my phone. Anything happen?,1,neutral
2205,Long time no text :( miss u,2,positive
2206,Lol can I join?,1,neutral
2207,Ok your scaring me. U usually kick me outta bed. What's the deal?,0,negative
2208,I miss working at the movies :(,0,negative
2209,So what r we doing for dads bday? Should we just take food to his house?,1,neutral
2210,Yes! I worked at the Alamo Drafthouse. it was the best job I ever had. Free tix free drinks and food. And the guys were sooo cute! I shouldn't have quit!,1,neutral
2211,Lol I completely forgot about it til yesterday when we went. It was my first job. I should have kept it til I was old enough to drink :/,2,positive
2212,Whenever u decide to visit me I'll take u =D,2,positive
2213,How's your week been?,2,positive
2214,Mmm lobster ::drools::,1,neutral
2215,You've got to take pics!,0,negative
2216,Oooh la la can't wait to see it!,2,positive
2217,Mmhhmm just like weregetting yomarried 'one day',0,negative
2218,Do u want to bake him a cake? I'm buying the food.,1,neutral
2219,Omg my mom is terrible. She just called and asked where I used to work and when I told her she said dam now I owe your aunt money.,0,negative
2220,Lol who knows? My own aunt who I see like 5 times a year knows more about where I worked. This is why I play jokes in my mom.,1,neutral
2221,On*,1,neutral
2222,Stupid phone,0,negative
2223,Tomorrows Friday tho =D,2,positive
2224,I already told u to quit!,0,negative
2225,Do it! Be a lazy like me,0,negative
2226,What? It works!,0,negative
2227,I'm watching u,1,neutral
2228,Lmao in yo u dummy!,1,neutral
2229,I noticed. Better than this years. The contest design was so nice but yo ruined it :/,0,negative
2230,Who isn't?,1,neutral
2231,You? Not drunk? What is the world coming to?,0,negative
2232,Tsk tsk tsk u shoulda called in,0,negative
2233,Who cares? U wanna quit anyway.,1,neutral
2234,I'm so stressed :(,0,negative
2235,Mark got suspended from his job.,0,negative
2236,Can u still go at 5?,1,neutral
2237,Yeah mark has to work late Sunday and early Monday,1,neutral
2238,They said he gave a customer too much of a credit on their bill. No it wasn't me he works for Verizon lol. But he's suspended while they investigate.,0,negative
2239,I know. I like our nice comfy apartment. I'm even thinking of fast food. I got my kittens to think of lol. My mom is pure evil when it comes to animals.,0,negative
2240,What u got planned for today? Work work and more work?,1,neutral
2241,Lol that's cause I'm following u. I got my bags packed in the trunk. Make room for me!,2,positive
2242,What's that again?,1,neutral
2243,Ooh theres no lock?,1,neutral
2244,Lol its ok ill change it back when u least expect it.,0,negative
2245,You'll get used to it... I promise :),0,negative
2246,I'll give u a hand alright =D,2,positive
2247,Let's just hope my job search goes as well.,2,positive
2248,Lmao your crazy,2,positive
2249,Lol I don't think that counts as a skill.,2,positive
2250,Yup I knew it...you're nuts,2,positive
2251,Thanks. I sure hope so.,2,positive
2252,Walgreens pharmacy tech job.,1,neutral
2253,Don't forget fritos,1,neutral
2254,Another interview at 1 today. I better get one of these jobs.,2,positive
2255,Lol...when u have a mom like mine you'll do anything not to live with her. Everyone that's tried has ran out screaming.,0,negative
2256,woman for president? I think all women would suck at it...even me.,1,neutral
2257,Lmao I donno.,1,neutral
2258,Lol quit thinking about my cleavage!,2,positive
2259,Leave the door unlocked please :),2,positive
2260,Lol did u know the most expensive coffee in the world comes from cat poo?,1,neutral
2261,For realz its called kopi luwak. They feed these weird types of cats the coffee beans and when it comes out they make it.,1,neutral
2262,Lmao yummm,2,positive
2263,Good now we can get in the shower!,2,positive
2264,Lol its gonna be harder than that to keep me away.,0,negative
2265,Nice try!,1,neutral
2266,I got the job at Walgreens! U have to buy me something now =D,2,positive
2267,Yeah the manager said once I'm in and the have an opening I have a good chance of getting a pharmacy job even if its at another location.,2,positive
2268,The moon!,1,neutral
2269,U should try it!,2,positive
2270,Lol ok. I always ask for the moon for my bday. Everyone always says no tho :(,0,negative
2271,Hmm the next best thing would be Saturn. Get me Saturn.,1,neutral
2272,but I need the rings. U know how I love to get married... just think of all those rings :),0,negative
2273,Make them an offer they can't refuse. You're Italian aren't u?,1,neutral
2274,Use your mob family connections,1,neutral
2275,Lmao...homework,1,neutral
2276,Lol shut it... that means less time to txt too :(,0,negative
2277,You're not gonna miss me?,0,negative
2278,Yeah right. I bet your thinking FINALLY this will leave me alone I should NEVER have given her my num!ber,0,negative
2279,Yes soon you'll forget all about me,0,negative
2280,What if I'm like oh my job is wonderful. I never have a bad customer my boss buys me pizza everyday... you'd be like omg stfu and quit texting me!,0,negative
2281,Lmao your nuts,2,positive
2282,On break. Eating chips,1,neutral
2283,Ok just tired,1,neutral
2284,Out,1,neutral
2285,Aw I crashed out. Now my sleep is really gonna be off,0,negative
2286,Yeah so far so good. They don't have me scheduled a lot so mark still has to find a job asap,2,positive
